,Unnamed: 0,Tweet,Date,Username,Hashtags,processedtext,category
210,210,"What about silver country road, hosa road, sarjapur road and many more in this area.. When will you clean up these roads.... Garbage heaps are visible in google maps also.. When will bbmp see this ",2020-01-21 01:23:34+00:00,sauravkumar_,,what silver countri road hosa road sarjapur road mani area when clean road garbag heap visibl googl map also when bbmp see,Waste/Garbage
211,211,The future is now. Get ready for #GalaxyZFold2 – the phone that is designed to change the shape of the future. Which feature are you most excited about? Register now: https://bit.ly/2YQHu2b #Samsung,2020-09-01 15:45:00+00:00,SamsungIndia,#GalaxyZFold2 #Samsung,the futur get readi galaxyzfold phone design chang shape futur which featur excit regist http bit ly yqhu b samsung,Waste/Garbage
212,212,"In our locality,we didn't have anyone to collect garbage for &gt;2 weeks.We were told that Bangladeshi migrant workers have been sent back &amp; no replacements found. It isn't as though they are taking away skilled jobs.Our borders are left insecure &amp;then we wake up, disrupt poor lives",2020-01-20 17:13:50+00:00,lakshmiprashan7,,in local anyon collect garbag gt week we told bangladeshi migrant worker sent back amp replac found it though take away skill job our border left insecur amp wake disrupt poor live,Waste/Garbage
213,213,"This is the same #BBMP that can't fix roads, clear garbage. But ask them for chauvinism and they will share it right away. They draw their powers from a middle class that has thrived due to an IT-charged boom, itself dependent on migrants. Shame! ",2020-01-20 10:48:39+00:00,joyjeetdas,#BBMP,thi bbmp fix road clear garbag but ask chauvin share right away they draw power middl class thrive due it charg boom depend migrant shame,Waste/Garbage
214,214,Is possible to keep garbage sorting center clean.Neighbour hood gets stench.Can it b covered aesthetically and plant trees around .Refering to near Carlton centre,2020-01-20 10:32:39+00:00,mkdpai,,is possibl keep garbag sort center clean neighbour hood get stench can b cover aesthet plant tree around refer near carlton centr,Waste/Garbage
215,215,"UNBELIEVABLE, BUT TRUE! garbage found on the entire 2km perimeter around Chinnaswamy Stadium today- the morning after #IndvAus match. See ALL pics here: https://www.facebook.com/theugl.yindian/photos/?tab=album&amp;album_id=2837481899644380 Well done Team #BBMP! @BBMP_MAYOR #Swachhsurvekshan2020Bengaluru @BBMPSWMSplComm @BBMPCOMM",2020-01-20 09:58:37+00:00,theuglyindian,#IndvAus #BBMP #Swachhsurvekshan2020Bengaluru,unbeliev but true garbag found entir km perimet around chinnaswami stadium today morn indvau match see all pic http www facebook com theugl yindian photo tab album amp album id well done team bbmp bbmp mayor swachhsurvekshan bengaluru bbmpswmsplcomm bbmpcomm,Waste/Garbage
216,216,Visit d location now n c dat instead of transferring d garbage 2 larger transportation vehicles n taking it 2 d dumpyard.. bbmp has kept garbage on these autos.. isnt it dirtying d area n since garbage filled autos stand here d entire day..d area emits foul smell.. plz do ur work,2020-01-20 07:44:28+00:00,dipika18j,,visit locat n c dat instead transfer garbag larger transport vehicl n take dumpyard bbmp kept garbag auto isnt dirti area n sinc garbag fill auto stand entir day area emit foul smell plz ur work,Waste/Garbage
217,217,@BBMP_MAYOR @BBMPCOMM sir we have raised complaints several times for garbage and rd issues through the sahaaya aap bt rspnsibl prsn nvr pckd the calls. 10945496 cmpn no and rangnath is in charge. Why ve sch app whn nt useful!!,2020-01-20 05:43:06+00:00,jainsurabhi07,,bbmp mayor bbmpcomm sir rais complaint sever time garbag rd issu sahaaya aap bt rspnsibl prsn nvr pckd call cmpn rangnath charg whi sch app whn nt use,Waste/Garbage
218,218,@BBMP_MAYOR @BBMPCOMM Sir the stretch from Nalurahalli to Borewell road badly needs your intervention. Potholes everywhere. The roads are in bad shape. Many schools operate there &amp; the road is extensively used by office commuters. Garbage being dumped everywhere @BangaloreMirror,2020-01-20 04:13:07+00:00,Subasish,,bbmp mayor bbmpcomm sir stretch nalurah borewel road badli need intervent pothol everywher the road bad shape mani school oper amp road extens use offic commut garbag dump everywher bangaloremirror,Waste/Garbage
219,219,"@BBMP_MAYOR @BBMPCOMM @BBMPSWMJtComm @BBMPSWMSplComm As mentioned earlier also, no regular Garbage pick up happening from Chikkabommasandra Area (2nd A Main, 1st cross). Residents here are forced to dump the garbage near back gate of Allalsandra Lake. Pls look into the issue.",2020-01-19 15:52:03+00:00,pskoulagi,,bbmp mayor bbmpcomm bbmpswmjtcomm bbmpswmsplcomm as mention earlier also regular garbag pick happen chikkabommasandra area nd a main st cross resid forc dump garbag near back gate allalsandra lake pl look issu,Waste/Garbage
220,220,HOW CLEAN will area outside #Chinnaswamy Stadium be tomorrow? After #INDvAUS match? COME JOIN THE TRASHURE HUNT TOMORROW. 930am. #BBMP challenges YOU to find garbage on B'luru streets! #UnPlogIndia https://www.facebook.com/events/755601028265361/ @BBMPSWMSplComm @BBMPCOMM #Swachhsurvekshan2020Bengaluru,2020-01-19 12:17:16+00:00,theuglyindian,#Chinnaswamy #INDvAUS #BBMP #UnPlogIndia #Swachhsurvekshan2020Bengaluru,how clean area outsid chinnaswami stadium tomorrow after indvau match come join the trashur hunt tomorrow bbmp challeng you find garbag b luru street unplogindia http www facebook com event bbmpswmsplcomm bbmpcomm swachhsurvekshan bengaluru,Waste/Garbage
221,221,"WHO WON THE TUI TRASHURE HUNT #3 TODAY? Take a Virtual Walk-through of St Mark's Rd, Bengaluru and HUNT FOR TRASH. How much Garbage can you spot? Take the #BBMP challenge! SHARE VIDEO! https://www.youtube.com/watch?v=Me7GQaKXIoM @BBMPSWMSplComm @BBMPCOMM @BBMP_MAYOR #SwachhSurvekshan2020Bengaluru",2020-01-19 10:29:51+00:00,theuglyindian,#BBMP #SwachhSurvekshan2020Bengaluru,who won the tui trashur hunt today take virtual walk st mark rd bengaluru hunt for trash how much garbag spot take bbmp challeng share video http www youtub com watch v me gqakxiom bbmpswmsplcomm bbmpcomm bbmp mayor swachhsurvekshan bengaluru,Waste/Garbage
222,222,ಕಸಕ್ಕೂ ಹೈಟೆಕ್ ಟೆಕ್ನಾಲಜಿ – ಬಿಬಿಎಂಪಿಯಿಂದ ಹೊಸ ಆ್ಯಪ್ https://tinyurl.com/w6k2pwp #Bengaluru #Garbage #BBMP @BBMP_MAYOR,2020-01-19 10:01:21+00:00,publictvnews,#Bengaluru #Garbage #BBMP,http tinyurl com w k pwp bengaluru garbag bbmp bbmp mayor,Waste/Garbage
223,223,"@AUThackeray NEED to implement this in entire Maharashtra @mybmc URGENT re. Garbage collection vehicles - ENSURE doors closed &amp; STOP being a nuisance to public with stink + ENSURE ALL STORES, HOTELS keep garbage in bags properly tied HAFTA collection allows many oversights!",2020-01-19 09:55:11+00:00,GreensBlr,,authackeray need implement entir maharashtra mybmc urgent garbag collect vehicl ensur door close amp stop nuisanc public stink ensur all store hotel keep garbag bag properli tie hafta collect allow mani oversight,Waste/Garbage
224,224,"install e toilets n hv auto cash colln, only then door opens...revenue4u .wat about Garbage dumping? The bins installed in 2018 are all stolen...@ShekharGupta @PrannoyRoyNDTV @narendramodi @republic @BSYBJP @bsindia",2020-01-19 09:29:57+00:00,prathapanmaha,,instal e toilet n hv auto cash colln door open revenu u wat garbag dump the bin instal stolen shekhargupta prannoyroyndtv narendramodi republ bsybjp bsindia,Waste/Garbage
225,225,ALERT! #TrashUreHunt #3 was held today on St Mark's Rd B'luru. Team #BBMP challenged citizens to find garbage OVER 2km of footpath. Can you guess HOW MUCH GARBAGE was found by 'Trash Hunters'? How many kgs? #UnplogIndia @BBMPSWMSplComm @BBMPCOMM #SwachhSurvekshan2020Bengaluru,2020-01-19 08:41:29+00:00,theuglyindian,#TrashUreHunt #BBMP #UnplogIndia #SwachhSurvekshan2020Bengaluru,alert trashurehunt held today st mark rd b luru team bbmp challeng citizen find garbag over km footpath can guess how much garbag found trash hunter how mani kg unplogindia bbmpswmsplcomm bbmpcomm swachhsurvekshan bengaluru,Waste/Garbage
226,226,"There is no waste separation in Delhi. Inspite of the loud speaker telling us how to separate dry and wet waste. Even if u separate it, they mix it while collecting the garbage. Blore is much stricter,at least the bbmp fines you for not separating waste.",2020-01-19 08:01:12+00:00,acidmomm,,there wast separ delhi inspit loud speaker tell us separ dri wet wast even u separ mix collect garbag blore much stricter least bbmp fine separ wast,Waste/Garbage
227,227,"Water from garbage flowing out from bbmp truck, result: stagnant bad water, smell, flies, mosquitoes. Ward 10. DoddaBommasandra Main road @Randeep_Dev @BBMPSWMSplComm @BBMPSWMJtComm",2020-01-19 07:58:04+00:00,IChangeVpura,,water garbag flow bbmp truck result stagnant bad water smell fli mosquito ward doddabommasandra main road randeep dev bbmpswmsplcomm bbmpswmjtcomm,Water
228,228,Surprised to see the garbage in front of my house is cleared today by BBMP staff,2020-01-19 07:11:15+00:00,Chandru1708,,surpris see garbag front hous clear today bbmp staff,Waste/Garbage
229,229,"@BBMP_MAYOR @BBMPCOMM sir, please take custody of street cows in Kammanahalli and ombr layout. It is pain full to see everyday the cows trying to eat something from garbage thrown on streets. Please vacate them as the cow owners are not bothered @PadmanabhaRbjp @CMofKarnataka",2020-01-19 04:57:00+00:00,chetan_raman,,bbmp mayor bbmpcomm sir pleas take custodi street cow kammanah ombr layout it pain full see everyday cow tri eat someth garbag thrown street pleas vacat cow owner bother padmanabharbjp cmofkarnataka,Waste/Garbage
230,230,"@BBMPCOMM garbage not cleared for many days in front of my house even after complaining in BBMP sahaya website. The staff person assigned for this issue is not responding. 19th cross, 7th main BTM 2nd stage ",2020-01-19 02:59:13+00:00,Chandru1708,,bbmpcomm garbag clear mani day front hous even complain bbmp sahaya websit the staff person assign issu respond th cross th main btm nd stage,Waste/Garbage
231,231,"ALERT! TrashUreHunt #3 starts at 9am! Are you ready to take on Team #BBMP's challenge? Come &amp; find garbage over 2kms of footpath &amp; win prizes! Meet at 9am outside Hard Rock Cafe, St Marks Rd, Blr! #UnplogIndia https://www.facebook.com/events/1248902428651811/ @BBMPSWMSplComm #Swachhsurvekshan2020Bengaluru",2020-01-19 02:51:17+00:00,theuglyindian,#BBMP #UnplogIndia #Swachhsurvekshan2020Bengaluru,alert trashurehunt start are readi take team bbmp challeng come amp find garbag km footpath amp win prize meet outsid hard rock cafe st mark rd blr unplogindia http www facebook com event bbmpswmsplcomm swachhsurvekshan bengaluru,Waste/Garbage
232,232,The future is now. Get ready for #GalaxyZFold2 – the phone that is designed to change the shape of the future. Which feature are you most excited about? Register now: https://bit.ly/2YQHu2b #Samsung,2020-09-01 15:45:00+00:00,SamsungIndia,#GalaxyZFold2 #Samsung,the futur get readi galaxyzfold phone design chang shape futur which featur excit regist http bit ly yqhu b samsung,Waste/Garbage
233,233,"Sir, plz listen to public issues n complaints and respond with a possible solution. We have to try n help each other to make any initiative success. Plz look into the garbage issue reported at Mysore road n Kenchenhalli junction.",2020-01-18 17:01:02+00:00,DoRight1stTime,,sir plz listen public issu n complaint respond possibl solut we tri n help make initi success plz look garbag issu report mysor road n kenchenh junction,Waste/Garbage
234,234,Great to see your initiative Sir but i request please also consider to educate at Ground level as people are unaware and lets make sure BBMP doesn't get involve in Garbage Mafia which is happening as of now and let WTE not destroy our green and beautiful bengaluru #NoToWTE,2020-01-18 15:52:48+00:00,sharan2812,#NoToWTE,great see initi sir request pleas also consid educ ground level peopl unawar let make sure bbmp get involv garbag mafia happen let wte destroy green beauti bengaluru notowt,Waste/Garbage
235,235,"@Dkhallirising household garabage are thrown on road sides because of no dustbins, no garbage collection on daily basis from bbmp. All over pigs from Anjanadri school to Carmelaram station. @bbmpcommr @BBMP_MAYOR",2020-01-18 15:43:31+00:00,girish9cs,,dkhalliris household garabag thrown road side dustbin garbag collect daili basi bbmp all pig anjanadri school carmelaram station bbmpcommr bbmp mayor,Waste/Garbage
236,236,"Bengaluru is in tatters today. BBMP spent in excess of Rs. 10,000 crores last year and yet has failed to resolve basic issues like garbage, frothing lakes, potholed roads, filthy drains, unwalkable footpaths, etc. ",2020-01-18 15:24:33+00:00,sathyavelu26,,bengaluru tatter today bbmp spent excess rs crore last year yet fail resolv basic issu like garbag froth lake pothol road filthi drain unwalk footpath etc,Potholes
237,237,"Yes its true v shuld strive 2warda dat, but since bbmp is asking d common ppl to segregate waste all i am saying is dat since bbmp is d civic body responsible 4 waste mgmt they shuld do the complete work rather then leaving garbage in d vehicles",2020-01-18 14:49:21+00:00,dipika18j,,ye true v shuld strive warda dat sinc bbmp ask common ppl segreg wast say dat sinc bbmp civic bodi respons wast mgmt shuld complet work rather leav garbag vehicl,Waste/Garbage
238,238,"How is other cities manage to do this so efficiently ??the amount of waste generated in Mumbai is much more than blore, still you will hardly find garbage dumped on roads or garbage autos lined up as seen above, clearly it's the corruption in BBMP that needs to go....#Bengaluru",2020-01-18 14:38:54+00:00,dino1184,#Bengaluru,how citi manag effici amount wast gener mumbai much blore still hardli find garbag dump road garbag auto line seen clearli corrupt bbmp need go bengaluru,Waste/Garbage
239,239,Ok u need to transfer the waste but then y is the garbage kept in the bbmp autos for the entire day.. its just a segregation zone.. then y is d waste segregated n taken 2 d dump location.. u can c dat garbage is kept in those autos for the entire day which emit foul smell,2020-01-18 14:37:32+00:00,dipika18j,,ok u need transfer wast garbag kept bbmp auto entir day segreg zone wast segreg n taken dump locat u c dat garbag kept auto entir day emit foul smell,Waste/Garbage
240,240,"Yes please visit the place n c how d bbmp keeps the garbage here the entire day instead of taking it 2 d dumpyard.. m seeing what bbmp does, ppl dump their unsegregated waste at the location",2020-01-18 14:35:19+00:00,dipika18j,,ye pleas visit place n c bbmp keep garbag entir day instead take dumpyard see bbmp ppl dump unsegreg wast locat,Waste/Garbage
241,241,"Waste footprint by #bbmp, lines if garbage filled bbmp autos parked in ward no. 43 n 44 Nandini Layout residential area opp national bank qtrs.. d garbage filled autos emit foul smell n d area is filthy.. 1st practise wat u preach .. bbmp itself is dumping garbage anywhere ",2020-01-18 14:06:41+00:00,dipika18j,#bbmp,wast footprint bbmp line garbag fill bbmp auto park ward n nandini layout residenti area opp nation bank qtr garbag fill auto emit foul smell n area filthi st practis wat u preach bbmp dump garbag anywher,Waste/Garbage
242,242,"Bengaluru: Plan flouted? Pay double property tax https://timesofindia.indiatimes.com/city/bengaluru/bengaluru-plan-flouted-pay-double-property-tax/articleshow/73346635.cms?utm_campaign=andapp&amp;utm_medium=referral&amp;utm_source=native_share_tray Download the TOI app now: https://timesofindia.onelink.me/efRt/installtoi CAN SOMEONE EXPLAIN WHY ?? When there is no roads, BBMP guys don't even come to pick the garbage, no clean environment.. then why double tax?? ",2020-01-18 08:33:13+00:00,sneh4s,,bengaluru plan flout pay doubl properti tax http timesofindia indiatim com citi bengaluru bengaluru plan flout pay doubl properti tax articleshow cm utm campaign andapp amp utm medium referr amp utm sourc nativ share tray download toi app http timesofindia onelink efrt installtoi can someon explain whi when road bbmp guy even come pick garbag clean environ doubl tax,Waste/Garbage
243,243,"Where's the alternate site for dumping garbage or if daily garbage pick-up is in place. If neither is ensured , blackspot is gonna come back for sure! Removal is not a solution, providing alternate solution is!!",2020-01-18 08:22:46+00:00,amthewon,,where altern site dump garbag daili garbag pick place if neither ensur blackspot gonna come back sure remov solut provid altern solut,Waste/Garbage
244,244,Black spot created by bbmp n not by ppl.. what do u have 2 say abt this ward no. 43 n 44 opp national bank qtrs Nandini Layout.. lines of bbmp autos filles with garbage r kept here.. area is full of garbage..who is doing this “bbmp” ,2020-01-18 08:10:45+00:00,dipika18j,,black spot creat bbmp n ppl u say abt ward n opp nation bank qtr nandini layout line bbmp auto fill garbag r kept area full garbag bbmp,Waste/Garbage
245,245,"@BBMPCOMM Heelo Sir we are residing in Kormangala 6th Block, VENKAT Reddy layout 4th cross. The BBMP garbage person parks his Van right next to our home and it is becoming an health issue with bad smell. Any help? #bbmp #healthissue",2020-01-18 07:35:00+00:00,mnjbhuyan,#bbmp #healthissue,bbmpcomm heelo sir resid kormangala th block venkat reddi layout th cross the bbmp garbag person park van right next home becom health issu bad smell ani help bbmp healthissu,Waste/Garbage
246,246,"Can Bengaluru achieve good ranking, when basic things r not followed by BBMP itself. Vidyaranyapura &amp; DoddaBommasandra only main roads have been converted into garbage shifting places. @drashwathcn @BBMPSWMSplComm @CAFWA97 @Randeep_Dev @BBMPCOMM @BBMP_MAYOR @XpressBengaluru",2020-01-18 06:58:28+00:00,IChangeVpura,,can bengaluru achiev good rank basic thing r follow bbmp vidyaranyapura amp doddabommasandra main road convert garbag shift place drashwathcn bbmpswmsplcomm cafwa randeep dev bbmpcomm bbmp mayor xpressbengaluru,Waste/Garbage
247,247,Black spot created by bbmp n not by ppl.. what do u have 2 say abt this ward no. 43 n 44 opp national bank qtrs Nandini Layout.. lines of bbmp autos filles with garbage r kept here.. area is full of garbage..who is doing this “bbmp” ,2020-01-18 06:51:43+00:00,dipika18j,,black spot creat bbmp n ppl u say abt ward n opp nation bank qtr nandini layout line bbmp auto fill garbag r kept area full garbag bbmp,Waste/Garbage
248,248,@BBMPCOMM - This success story n awareness should be discussed along with public on streets n roads n 3 months back i had reported similar garbage issue at mysore road n kenchenahalli junction but it’s not fixed.When my area turn would come ?,2020-01-18 06:26:27+00:00,DoRight1stTime,,bbmpcomm thi success stori n awar discuss along public street n road n month back report similar garbag issu mysor road n kenchenah junction fix when area turn would come,Potholes
249,249,I agree with other residents... I have also seen bbmp clearing the entire dump site to clean place in a day. Also they watching to ensure nobody dumps garbage. Appreciate the efforts of bbmp.,2020-01-18 05:20:38+00:00,sumanthsrao,,i agre resid i also seen bbmp clear entir dump site clean place day also watch ensur nobodi dump garbag appreci effort bbmp,Waste/Garbage
250,250,"Urban answer to 'pirali' burning in rural areas. Garbage burning for 15 hours straight, #bbmp you aren't aware? Or are you part of this? Ranka Colony Road, Bangalore76. 100s of apartment residents smoked since last night. @BBMPCOMM @BBMP_MAYOR @BBMPSWMSplComm @Tejasvi_Surya",2020-01-18 04:34:19+00:00,sumITguy,#bbmp,urban answer pirali burn rural area garbag burn hour straight bbmp awar or part ranka coloni road bangalor apart resid smoke sinc last night bbmpcomm bbmp mayor bbmpswmsplcomm tejasvi surya,Air
251,251,@BSYBJP @Sowmyareddyr Sir @BBMPCOMM request you kindly inform bbmp jayangar to clear this. When they dumped this out side of the drainage line they should at least clear this. Again by seeing this public will start dumping garbage. ,2020-01-18 04:25:49+00:00,JabbarRub,,bsybjp sowmyareddyr sir bbmpcomm request kindli inform bbmp jayangar clear when dump side drainag line least clear again see public start dump garbag,Waste/Garbage
252,252,Picture courtesy #BalajiRaghothamBali from @citizensforblr Allagdly @BBMPSWMSplComm truck was trying to dump garbage into #HosakoteLake ಏನಿದು ಅವ್ಯವಸ್ಥೆ! ಅಲ್ಪಸ್ವಲ್ಪ ಉಸಿರಾಡುತ್ತಿರೋ ನೀರಿನ ಮೂಲಗಳನ್ನು ಹೀಗೆ ನಾಶ ಮಾಡೋದೇ? @BBMPCOMM @BBMP_MAYOR @CMofKarnataka,2020-01-17 14:44:37+00:00,KrishKrushik,#BalajiRaghothamBali #HosakoteLake,pictur courtesi balajiraghothambali citizensforblr allagdli bbmpswmsplcomm truck tri dump garbag hosakotelak bbmpcomm bbmp mayor cmofkarnataka,Waste/Garbage
253,253,"Can we get help from department to warn the Shops & vendors who are throwing Vegitable Waste & Garbage every day on Road instead of making arrangements to hand over to BBMP Collecting Agents.Ward 82, Pattandur Agrahara, ITPL Back gate Road, Whitefield Area. – at Pattandur Agrahara",2020-01-17 11:57:04+00:00,Pattanduragrah1,,can get help depart warn shop vendor throw vegit wast garbag everi day road instead make arrang hand bbmp collect agent ward pattandur agrahara itpl back gate road whitefield area pattandur agrahara,Waste/Garbage
254,254,@Sowmyareddyr @BBMPCOMM @BBMP_MAYOR Mam pls take some action children health is getting affected. Contractor had removed the entire garbage from drainage and dumped out and it has not yet been cleared. Children heath is getting affected due to this. ,2020-01-17 09:22:55+00:00,JabbarRub,,sowmyareddyr bbmpcomm bbmp mayor mam pl take action children health get affect contractor remov entir garbag drainag dump yet clear children heath get affect due,Waste/Garbage
255,255,"More than restaurants, pub, and residence, these plastic garbage bags are used in offices, commercial complex, banks &amp; offices. Especially in banks &amp; office under every table there is a bin with plastic bags.@BBMP_MAYOR @BBMPCOMM notice should b issued and fine must b imposed.",2020-01-17 08:24:48+00:00,petersam69,,more restaur pub resid plastic garbag bag use offic commerci complex bank amp offic especi bank amp offic everi tabl bin plastic bag bbmp mayor bbmpcomm notic b issu fine must b impos,Waste/Garbage
256,256,"Despite various penalty orders, garbage burning continues unabated in Bangalore, polluting the environment and causing respiratory illnesses. BBMP must ensure strict enforcement of fines to curb this menace. ",2020-01-17 07:48:08+00:00,Anurag_KCS,,despit variou penalti order garbag burn continu unab bangalor pollut environ caus respiratori ill bbmp must ensur strict enforc fine curb menac,Waste/Garbage
257,257,@BBMPCOMM @BBMP_MAYOR @Office_of_BSY Mahatma Gandhi rd prime rd of bengaluru worse kept than sewage dump. Pl dont insult mahatma. Footpath from RSOI to Mayo hall signal is a shame. Urine garbage broken tiles &amp; its outside JC east office. It's disgusting bbmp ,2020-01-17 07:47:46+00:00,subramanyamsiv1,,bbmpcomm bbmp mayor offic bsi mahatma gandhi rd prime rd bengaluru wors kept sewag dump pl dont insult mahatma footpath rsoi mayo hall signal shame urin garbag broken tile amp outsid jc east offic it disgust bbmp,Waste/Garbage
258,258,"Sir, BBMP Pks are putting the fire to the garbage after the work, I am already complained in BBMP sahaya app &amp; informed to our ward JHI about this but my complaint is repeating again and again in our Ward #Shanthinagar",2020-01-17 07:31:38+00:00,VeereshaGonal,#Shanthinagar,sir bbmp pk put fire garbag work i alreadi complain bbmp sahaya app amp inform ward jhi complaint repeat ward shanthinagar,Waste/Garbage
259,259,"“This is not what I imagined Thailand to be.” When you think of Thailand, what comes to your mind? Inspired by true story of a foreign couple whose lives were changed forever after facing a dilemma. Thailand was able to alter the course of their lives forever. #Bumrungrad",2020-09-06 09:12:53+00:00,BumrungradH,#Bumrungrad,thi i imagin thailand when think thailand come mind inspir true stori foreign coupl whose live chang forev face dilemma thailand abl alter cours live forev bumrungrad,Waste/Garbage
260,260,"@Randeep_Dev Request your kind self to pl post temporarily BBMP Marshals location: 15th Crs rd, between 4th &amp; 6th Main near Varun Motors to catch red handed maid servants &amp; others throwing garbage &amp; heavily penalise them as a deterrent.URGENT ACTION NEEDED. ",2020-01-17 05:39:26+00:00,sriniva62856378,,randeep dev request kind self pl post temporarili bbmp marshal locat th cr rd th amp th main near varun motor catch red hand maid servant amp other throw garbag amp heavili penalis deterr urgent action need,Waste/Garbage
261,261,"@BJP4Karnataka @BSYBJP @Office_of_BSY Sirs, i am from KONENA AGRAHARA, HAL OLD AIRPORT ROAD. Its been 10 days since garbage collection vehicle has come. House is stinking with wet garbage. BBMP fines if thrown on the road but we don’t do that as a responsible citizen.",2020-01-17 04:04:13+00:00,nrn1970,,bjp karnataka bsybjp offic bsi sir konena agrahara hal old airport road it day sinc garbag collect vehicl come hous stink wet garbag bbmp fine thrown road respons citizen,Waste/Garbage
262,262,"@BBMPCOMM sir, today there has been a news of BBMP garbage truck trying to dump at hoskote lake. Often we see such things happen to only water source &amp; a biodiversity prominent hoskote lake. Urge ur kind intervention to stop this nuisance permanently @CPCB_OFFICIAL @aranya_kfd",2020-01-17 03:52:33+00:00,sgbharadwaj,,bbmpcomm sir today news bbmp garbag truck tri dump hoskot lake often see thing happen water sourc amp biodivers promin hoskot lake urg ur kind intervent stop nuisanc perman cpcb offici aranya kfd,Waste/Garbage
263,263,"@BBMPCOMM @BBMP_MAYOR thanks to bbmp team for maintaining bangalore in such a bad state... Poor pathetic roads... Overflowing or blocked drains, garbage pile up every 100 feet on every road and corner. Sewage and drainage all over the place..... Absolutely lacks governance",2020-01-17 03:02:36+00:00,BalanSunil,,bbmpcomm bbmp mayor thank bbmp team maintain bangalor bad state poor pathet road overflow block drain garbag pile everi feet everi road corner sewag drainag place absolut lack govern,Sewage
264,264,@bbmp you should put this opposite prestige pine wood in Koramangala. The pipes you have left for a few yes now is a public toilet and garbage yard,2020-01-17 01:04:25+00:00,SwethaJagdish,,bbmp put opposit prestig pine wood koramangala the pipe left ye public toilet garbag yard,Waste/Garbage
265,265,"This is the case everywhere. Garage collection starts late, many times autos overloaded with garbage are seen parked at the collection point. Streets are sweeped after 12 noon. Night cleaning should be introduced in business centres",2020-01-16 20:31:00+00:00,snramanath,,thi case everywher garag collect start late mani time auto overload garbag seen park collect point street sweep noon night clean introduc busi centr,Waste/Garbage
266,266,What's the point of you hang that mirror in places people don't even litter garbage?? Where is the mirror or other kind of precaution in previous places where those rats were peeing?,2020-01-16 15:36:30+00:00,tejasrao5,,what point hang mirror place peopl even litter garbag where mirror kind precaut previou place rat pee,Waste/Garbage
267,267,#BBMP Have raised complaints in BBMP Sahaaya app for streetlight and garbage aging 4 months now . No response. Can you pls do the needful Regards Mallikarjuna 9845434813 ,2020-01-16 12:20:13+00:00,pmreddytalur,#BBMP,bbmp have rais complaint bbmp sahaaya app streetlight garbag age month no respons can pl need regard mallikarjuna,Waste/Garbage
268,268,"Garbage not cleaned from past 3 days by BBMP inciting filth and too many mosquitoes. Kindly take action. Location: Pillappa lane, Nagarathpet ",2020-01-16 07:21:19+00:00,piyushsjain,,garbag clean past day bbmp incit filth mani mosquito kindli take action locat pillappa lane nagarathpet,Waste/Garbage
269,269,Say thanks to Hon Anil Kumar IAS commissioner BBMP Bangalore for his immense work .We request you to visit yelahanka New http://town.to have a look for Garbage disposal voilation at someswarna Temple Back side By the people of souurndings areas.,2020-01-16 05:43:53+00:00,Prakash58503273,,say thank hon anil kumar ia commission bbmp bangalor immens work we request visit yelahanka new http town look garbag dispos voilat someswarna templ back side by peopl souurnd area,Waste/Garbage
270,270,"Not getting OTP. Anyway, I can also give my feedback here on Twitter. BBMP's performance is PATHETIC. You don't need a survey to know the status. Go out on any road and you will know this is a garbage city. ",2020-01-16 05:39:40+00:00,GirishVasudeva,,not get otp anyway i also give feedback twitter bbmp perform pathet you need survey know statu go road know garbag citi,Waste/Garbage
271,271,"@BBMP_MAYOR @BBMPCOMM Respected sir, please take custody of street cows in Kammanahalli and ombr layout. It is pain full to see everyday the cows trying to eat something from garbage thrown on streets. Please vacate them as the cow owners are not bothered @PadmanabhaRbjp",2020-01-16 03:31:38+00:00,chetan_raman,,bbmp mayor bbmpcomm respect sir pleas take custodi street cow kammanah ombr layout it pain full see everyday cow tri eat someth garbag thrown street pleas vacat cow owner bother padmanabharbjp,Waste/Garbage
272,272,See the garbage collection autos which shows the employees of Bbmp also dwell in these slums. Are these refugees from Bangladesh?,2020-01-15 15:40:56+00:00,surajnaik11,,see garbag collect auto show employe bbmp also dwell slum are refuge bangladesh,Waste/Garbage
273,273,Sir this is the slum in a vacant plot on Borewell road nallurhalli Whitefield. The vacant land you see is a open toilet used by slum dwellers for open defecation and garbage is disposed all over . Complaints are open since 2017 on Bbmp Sahaaya app without any closure. ,2020-01-15 15:37:08+00:00,surajnaik11,,sir slum vacant plot borewel road nallurh whitefield the vacant land see open toilet use slum dweller open defec garbag dispos complaint open sinc bbmp sahaaya app without closur,Waste/Garbage
274,274,The future is now. Get ready for #GalaxyZFold2 – the phone that is designed to change the shape of the future. Which feature are you most excited about? Register now: https://bit.ly/2YQHu2b #Samsung,2020-09-01 15:45:00+00:00,SamsungIndia,#GalaxyZFold2 #Samsung,the futur get readi galaxyzfold phone design chang shape futur which featur excit regist http bit ly yqhu b samsung,Waste/Garbage
275,275,"Tehre is life beyond ORR. In those small roads, galis that have no street lights, no roads whatsoever, just mud, no drains, no garbage collection. Any plans to look into those lanes?",2020-01-15 11:14:41+00:00,Sem303,,tehr life beyond orr in small road gali street light road whatsoev mud drain garbag collect ani plan look lane,Waste/Garbage
